k,mean_silhouette,std_silhouette,mean_davies_bouldin,std_davies_bouldin,mean_calinski_harabasz,std_calinski_harabasz,mean_ari,std_ari
2,0.8573420070037006,0.0057078438071628,0.35344611304334245,0.013373347465120042,1194.9363522181322,76.28808342470327,0.9993324312633359,0.0038427923621735835
3,0.803319761597422,0.008021627249647235,0.5522187280964597,0.01980623991977807,1026.922230029911,127.11142377920068,0.9362982084048822,0.0569357048571145
4,0.7875588904506032,0.02590064474579057,0.5955726380568924,0.08317953859830306,1177.0330006733097,287.8617256959967,0.9095950018326809,0.06588785421769545
5,0.7714871413088445,0.01067420620577659,0.6165356130816816,0.061642202134466174,1404.594388428293,188.0349594638295,0.9662261304165559,0.03002515771030107
6,0.6957330842025491,0.12990463102242855,0.7162321121665336,0.06200781357042895,1418.9117572477867,207.6391209070728,0.8190078336162245,0.22971942889981942
